Date,Time,Job ID,Cycle Time (s),Job Count,Machine Utilization (%),Spindle Speed (RPM),Feed Rate (mm/min),Tool Number,Tool Wear (%),Part Status,Defect Type,Vibration Level (mm/s),Spindle Temperature (°C),Power Consumption (kWh),Operator ID,Machine Status
2025-05-17,19:00:49,J1468,81,2092,94.59,5268,821,8,50.0,OK,None,1.19,57,1.79,OP1,Running
2025-05-17,19:01:39,J1468,97,2093,86.26,7206,778,5,52.5,OK,None,3.57,57,0.65,OP3,Running
2025-05-17,19:02:08,J1468,78,2093,88.51,7157,1191,9,55.0,None,None,2.49,47,1.63,OP2,Breakdown
2025-05-17,19:03:06,J1468,150,2094,83.41,4560,426,6,57.5,OK,None,3.67,39,0.5,OP3,Running
2025-05-17,19:03:31,J1468,114,2095,75.57,3709,603,4,60.0,OK,None,3.4,61,2.07,OP2,Running
2025-05-17,19:04:13,J1469,115,2096,80.7,7274,580,6,62.5,OK,None,3.44,46,0.92,OP2,Running
2025-05-17,19:04:44,J1469,156,2097,92.07,3769,631,6,65.0,OK,None,2.37,58,0.35,OP3,Running
2025-05-17,19:05:37,J1469,144,2097,67.12,5398,1122,2,67.5,None,None,1.27,35,2.13,OP3,Breakdown
2025-05-17,19:06:07,J1469,58,2098,86.4,4636,941,10,70.0,OK,None,1.67,41,0.46,OP3,Running
2025-05-17,19:06:50,J1469,105,2099,77.28,6829,409,8,72.5,OK,None,3.17,39,1.52,OP2,Running
2025-05-17,19:07:11,J1470,79,2100,73.6,4534,1160,7,75.0,OK,None,3.53,55,0.96,OP2,Running
2025-05-17,19:07:55,J1470,58,2101,86.98,6504,612,9,77.5,OK,None,4.69,56,1.73,OP2,Running
2025-05-17,19:08:47,J1470,48,2102,74.54,5166,769,8,80.0,OK,None,4.13,57,0.86,OP3,Running
2025-05-17,19:09:32,J1470,53,2103,86.79,4086,724,6,82.5,OK,None,2.3,60,2.11,OP1,Running
2025-05-17,19:09:57,J1470,138,2104,78.49,5971,918,9,85.0,OK,None,1.71,42,1.78,OP1,Running
2025-05-17,19:10:48,J1471,72,2104,91.77,4392,897,10,87.5,None,None,3.89,42,1.63,OP2,Breakdown
2025-05-17,19:11:23,J1471,149,2105,93.18,5034,818,8,90.0,OK,None,3.07,61,2.34,OP3,Running
2025-05-17,19:11:36,J1471,105,2106,85.98,6654,433,8,92.5,OK,None,1.2,59,0.41,OP3,Running
2025-05-17,19:12:33,J1471,112,2107,72.82,3203,920,9,95.0,OK,None,1.09,59,0.91,OP1,Running
2025-05-17,19:12:58,J1471,157,2108,69.51,4750,408,8,97.5,OK,None,2.62,58,1.09,OP3,Running
2025-05-17,19:13:41,J1472,128,2108,72.57,5890,1000,4,0.0,None,None,2.12,56,2.47,OP3,Idle
2025-05-17,19:14:09,J1472,130,2109,84.28,5485,950,4,2.5,OK,None,4.49,42,0.83,OP1,Running
2025-05-17,19:14:54,J1472,150,2110,71.11,4070,803,4,5.0,OK,None,1.07,42,0.73,OP1,Running
2025-05-17,19:15:36,J1472,94,2111,73.72,5500,351,10,7.5,OK,None,2.37,60,0.73,OP1,Running
2025-05-17,19:16:00,J1472,120,2112,83.85,6480,480,10,10.0,OK,None,1.17,38,1.17,OP2,Running
2025-05-17,19:16:52,J1473,128,2113,84.11,5103,649,1,12.5,OK,None,3.45,62,0.7,OP2,Running
2025-05-17,19:17:33,J1473,155,2114,93.85,4596,846,7,15.0,OK,None,1.57,58,2.15,OP2,Running
2025-05-17,19:17:54,J1473,60,2115,78.0,6611,495,4,17.5,OK,None,4.02,43,0.71,OP3,Running
2025-05-17,19:18:50,J1473,55,2116,86.95,7112,880,8,20.0,OK,None,1.61,58,1.48,OP1,Running
2025-05-17,19:19:21,J1473,117,2117,91.12,4200,1056,10,22.5,OK,None,0.74,41,2.45,OP1,Running
2025-05-17,19:20:05,J1474,144,2118,89.19,6510,573,7,25.0,NG,Undercut,4.4,45,2.39,OP2,Running
2025-05-17,19:20:31,J1474,105,2119,66.19,3423,452,6,27.5,OK,None,2.82,43,1.74,OP3,Running
2025-05-17,19:21:07,J1474,65,2120,79.67,3283,1057,10,30.0,OK,None,3.66,44,2.06,OP1,Running
2025-05-17,19:21:42,J1474,98,2121,79.67,3454,1054,10,32.5,OK,None,3.08,38,2.49,OP2,Running
2025-05-17,19:22:50,J1474,121,2121,70.01,7175,802,7,35.0,None,None,4.6,52,0.98,OP2,Breakdown
2025-05-17,19:23:12,J1475,91,2122,89.46,7450,1007,1,37.5,OK,None,1.64,40,0.88,OP3,Running
2025-05-17,19:23:59,J1475,89,2123,89.28,5412,955,2,40.0,OK,None,3.56,52,2.24,OP3,Running
2025-05-17,19:24:34,J1475,47,2124,73.41,7417,813,9,42.5,OK,None,2.27,39,0.5,OP1,Running
2025-05-17,19:24:59,J1475,99,2125,83.01,4826,1085,9,45.0,OK,None,3.12,43,1.28,OP2,Running
2025-05-17,19:25:52,J1475,46,2126,79.28,6204,971,6,47.5,OK,None,2.39,60,2.45,OP1,Running
2025-05-17,19:26:38,J1476,104,2127,82.68,6886,344,1,50.0,OK,None,3.76,51,1.08,OP1,Running
2025-05-17,19:26:48,J1476,149,2128,65.43,4866,901,6,52.5,OK,None,3.24,48,2.44,OP3,Running
2025-05-17,19:27:38,J1476,158,2129,79.57,7054,695,9,55.0,OK,None,1.98,36,0.43,OP2,Running
2025-05-17,19:28:10,J1476,150,2129,70.04,4462,790,6,57.5,None,None,2.22,50,0.49,OP1,Breakdown
2025-05-17,19:29:05,J1476,72,2130,85.29,4173,559,2,60.0,OK,None,1.18,51,0.73,OP3,Running
2025-05-17,19:29:32,J1477,92,2131,86.92,5564,798,6,62.5,OK,None,1.48,45,0.24,OP3,Running
2025-05-17,19:30:16,J1477,155,2132,74.4,3967,349,4,65.0,OK,None,2.89,57,0.43,OP3,Running
2025-05-17,19:30:34,J1477,143,2132,86.09,6378,761,1,67.5,None,None,3.83,41,1.82,OP1,Breakdown
2025-05-17,19:31:42,J1477,134,2133,81.53,6367,575,4,70.0,OK,None,1.39,46,0.75,OP2,Running
2025-05-17,19:32:08,J1477,100,2134,75.24,4374,457,7,72.5,OK,None,1.74,35,1.99,OP1,Running
2025-05-17,19:32:55,J1478,141,2135,65.52,5281,1160,10,75.0,OK,None,3.29,40,1.2,OP1,Running
2025-05-17,19:33:34,J1478,124,2136,68.22,3294,380,10,77.5,OK,None,0.63,48,0.41,OP3,Running
2025-05-17,19:34:12,J1478,85,2137,69.98,3507,431,1,80.0,OK,None,3.73,59,1.38,OP2,Running
2025-05-17,19:34:46,J1478,88,2138,72.89,4293,1091,8,82.5,OK,None,2.75,48,1.48,OP1,Running
2025-05-17,19:35:06,J1478,84,2138,75.45,6920,318,4,85.0,None,None,3.52,58,1.89,OP1,Breakdown
2025-05-17,19:36:04,J1479,106,2139,76.88,3388,531,1,87.5,OK,None,1.22,54,0.97,OP3,Running
2025-05-17,19:36:30,J1479,52,2139,84.13,5160,1158,5,90.0,None,None,3.06,47,0.82,OP1,Idle
2025-05-17,19:37:18,J1479,109,2140,82.27,6350,1032,2,92.5,OK,None,1.0,49,2.09,OP2,Running
2025-05-17,19:37:56,J1479,156,2140,85.9,5334,329,3,95.0,None,None,4.91,47,2.11,OP2,Idle
2025-05-17,19:38:34,J1479,130,2141,81.13,4910,1197,10,97.5,OK,None,3.7,64,1.6,OP3,Running
2025-05-17,19:38:48,J1480,119,2142,82.77,5576,736,4,0.0,OK,None,2.95,44,0.84,OP3,Running
2025-05-17,19:39:51,J1480,79,2143,88.87,7233,776,1,2.5,OK,None,3.65,41,2.26,OP3,Running
2025-05-17,19:40:06,J1480,75,2144,78.63,4843,457,2,5.0,OK,None,4.58,61,0.38,OP3,Running
2025-05-17,19:40:42,J1480,150,2145,76.01,5619,777,7,7.5,OK,None,2.33,63,1.26,OP3,Running
2025-05-17,19:41:32,J1480,56,2146,65.11,3189,356,5,10.0,OK,None,4.57,58,1.12,OP1,Running
2025-05-17,19:42:08,J1481,66,2147,78.48,7430,660,9,12.5,OK,None,2.96,56,2.23,OP3,Running
2025-05-17,19:43:01,J1481,55,2147,67.81,5734,1101,3,15.0,None,None,3.67,37,0.35,OP2,Idle
2025-05-17,19:43:39,J1481,121,2148,94.69,6149,409,10,17.5,OK,None,1.35,60,2.0,OP1,Running
2025-05-17,19:43:52,J1481,70,2149,86.6,6335,1073,2,20.0,OK,None,3.81,53,1.21,OP3,Running
2025-05-17,19:44:56,J1481,103,2150,72.39,3595,624,7,22.5,OK,None,1.36,51,1.73,OP2,Running
2025-05-17,19:45:23,J1482,114,2151,85.02,6549,638,2,25.0,OK,None,3.37,54,0.74,OP3,Running
2025-05-17,19:45:56,J1482,152,2152,74.6,3450,903,1,27.5,OK,None,4.01,47,1.13,OP3,Running
2025-05-17,19:46:52,J1482,156,2153,92.21,3292,540,9,30.0,OK,None,1.21,54,0.49,OP1,Running
2025-05-17,19:47:13,J1482,100,2154,80.99,7171,1099,7,32.5,OK,None,2.21,36,1.07,OP2,Running
2025-05-17,19:48:04,J1482,65,2155,68.87,6842,1029,3,35.0,OK,None,4.67,37,0.73,OP1,Running
2025-05-17,19:48:30,J1483,137,2156,75.06,7032,379,3,37.5,OK,None,4.48,49,1.8,OP3,Running
2025-05-17,19:49:20,J1483,130,2157,72.53,5270,934,6,40.0,OK,None,1.32,44,1.25,OP2,Running
2025-05-17,19:49:34,J1483,133,2158,69.42,4601,586,1,42.5,OK,None,3.71,60,1.63,OP1,Running
2025-05-17,19:50:22,J1483,66,2159,72.07,3309,342,7,45.0,OK,None,4.98,51,1.56,OP1,Running
2025-05-17,19:51:00,J1483,52,2160,69.34,5656,855,7,47.5,OK,None,4.22,47,2.06,OP1,Running
2025-05-17,19:51:44,J1484,148,2161,91.09,6670,309,10,50.0,OK,None,1.85,49,0.39,OP3,Running
2025-05-17,19:52:16,J1484,114,2161,73.9,6698,589,7,52.5,None,None,0.94,42,1.46,OP1,Breakdown
2025-05-17,19:52:58,J1484,82,2162,71.91,3096,602,8,55.0,OK,None,2.27,50,1.89,OP3,Running
2025-05-17,19:53:47,J1484,60,2163,81.68,3915,567,10,57.5,OK,None,2.52,50,1.7,OP1,Running
2025-05-17,19:54:11,J1484,140,2164,92.92,6615,396,8,60.0,OK,None,4.89,62,1.51,OP2,Running
2025-05-17,19:54:53,J1485,52,2165,86.09,6399,357,9,62.5,OK,None,0.94,52,1.75,OP2,Running
2025-05-17,19:55:33,J1485,87,2166,71.61,4974,854,10,65.0,OK,None,2.32,43,0.3,OP2,Running
2025-05-17,19:56:04,J1485,87,2167,84.64,4457,415,4,67.5,OK,None,4.41,41,2.49,OP2,Running
2025-05-17,19:56:37,J1485,80,2168,82.12,3803,765,4,70.0,OK,None,2.63,37,1.41,OP1,Running
2025-05-17,19:57:23,J1485,70,2169,80.99,5683,850,3,72.5,OK,None,1.9,51,0.2,OP2,Running
2025-05-17,19:57:58,J1486,108,2170,76.02,5436,381,3,75.0,OK,None,3.37,40,2.43,OP3,Running
2025-05-18,18:00:07,J1486,61,2171,75.62,5726,518,8,77.5,OK,None,2.14,38,1.45,OP3,Running
2025-05-18,18:00:51,J1486,79,2172,70.73,5746,440,1,80.0,OK,None,4.61,47,1.58,OP2,Running
2025-05-18,18:01:38,J1486,102,2173,80.56,5621,928,10,82.5,OK,None,3.33,57,1.75,OP2,Running
2025-05-18,18:02:13,J1486,104,2174,85.79,4373,701,2,85.0,OK,None,4.71,48,0.29,OP2,Running
2025-05-18,18:02:45,J1487,75,2175,82.44,4425,767,7,87.5,OK,None,4.2,52,0.39,OP2,Running
2025-05-18,18:03:22,J1487,50,2176,80.97,3318,698,6,90.0,OK,None,2.46,55,0.65,OP2,Running
2025-05-18,18:03:52,J1487,87,2177,82.75,6540,425,3,92.5,OK,None,1.97,42,1.57,OP3,Running
2025-05-18,18:04:31,J1487,93,2178,68.94,6447,1050,7,95.0,OK,None,4.77,55,2.27,OP2,Running
2025-05-18,18:05:24,J1487,103,2179,93.06,5454,986,9,97.5,OK,None,3.34,36,0.96,OP1,Running
2025-05-18,18:06:00,J1488,77,2180,66.3,5520,933,2,0.0,OK,None,1.18,50,2.3,OP2,Running
2025-05-18,18:06:29,J1488,53,2181,73.91,3547,953,7,2.5,OK,None,4.78,55,1.97,OP3,Running
2025-05-18,18:07:17,J1488,104,2182,71.56,5324,865,3,5.0,OK,None,1.01,54,2.05,OP1,Running
2025-05-18,18:08:03,J1488,64,2183,71.71,4781,721,10,7.5,OK,None,2.93,50,0.4,OP3,Running
2025-05-18,18:08:29,J1488,108,2184,68.83,7254,860,1,10.0,NG,Undercut,1.73,57,2.4,OP1,Running
2025-05-18,18:09:15,J1489,106,2185,71.33,4878,507,5,12.5,OK,None,3.21,46,1.76,OP1,Running
2025-05-18,18:09:32,J1489,83,2185,83.21,6143,822,10,15.0,None,None,3.29,47,1.51,OP1,Breakdown
2025-05-18,18:10:10,J1489,64,2186,71.88,7249,694,10,17.5,OK,None,1.61,59,0.43,OP2,Running
2025-05-18,18:10:57,J1489,90,2187,66.96,6157,945,2,20.0,OK,None,1.74,44,0.54,OP3,Running
2025-05-18,18:11:27,J1489,45,2188,89.03,5985,624,8,22.5,OK,None,2.16,63,1.68,OP1,Running
2025-05-18,18:12:30,J1490,93,2189,95.0,5404,730,1,25.0,OK,None,1.69,59,1.87,OP2,Running
2025-05-18,18:12:56,J1490,119,2190,77.5,4646,502,7,27.5,OK,None,1.37,43,1.07,OP3,Running
2025-05-18,18:13:22,J1490,55,2191,94.67,3247,320,2,30.0,OK,None,1.96,48,1.91,OP1,Running
2025-05-18,18:14:18,J1490,63,2192,81.62,5134,1074,7,32.5,OK,None,4.81,37,0.99,OP3,Running
2025-05-18,18:14:59,J1490,148,2193,75.51,7005,718,4,35.0,OK,None,1.63,44,2.29,OP2,Running
2025-05-18,18:15:22,J1491,95,2194,79.34,5277,1036,9,37.5,OK,None,1.89,46,0.53,OP2,Running
2025-05-18,18:15:57,J1491,142,2195,84.68,4972,733,9,40.0,OK,None,2.77,50,2.39,OP2,Running
2025-05-18,18:16:40,J1491,141,2196,87.92,7238,1074,4,42.5,OK,None,0.53,58,1.9,OP1,Running
2025-05-18,18:17:16,J1491,129,2197,81.24,3428,494,3,45.0,OK,None,3.08,42,1.38,OP1,Running
2025-05-18,18:18:07,J1491,110,2198,91.33,5959,871,3,47.5,OK,None,3.24,39,1.58,OP1,Running
2025-05-18,18:18:25,J1492,110,2198,92.53,3933,934,8,50.0,None,None,4.61,53,2.42,OP1,Breakdown
2025-05-18,18:19:28,J1492,142,2199,90.29,4446,869,3,52.5,OK,None,4.83,59,1.1,OP2,Running
2025-05-18,18:19:50,J1492,123,2200,77.6,4584,1002,9,55.0,OK,None,1.2,50,1.78,OP3,Running
2025-05-18,18:20:20,J1492,117,2200,86.09,7448,1168,10,57.5,None,None,1.59,49,2.3,OP3,Idle
2025-05-18,18:21:17,J1492,74,2200,92.0,4794,726,6,60.0,None,None,2.23,63,0.38,OP3,Idle
2025-05-18,18:21:54,J1493,145,2201,72.19,7157,611,1,62.5,OK,None,4.38,59,0.89,OP2,Running
2025-05-18,18:22:39,J1493,90,2202,72.1,5729,498,7,65.0,OK,None,4.38,64,1.39,OP2,Running
2025-05-18,18:23:01,J1493,128,2203,81.01,6042,662,7,67.5,OK,None,2.01,48,0.55,OP3,Running
2025-05-18,18:23:35,J1493,100,2204,67.87,4618,654,8,70.0,OK,None,3.38,61,0.27,OP1,Running
2025-05-18,18:24:08,J1493,107,2204,78.46,4526,882,7,72.5,None,None,3.85,50,2.23,OP1,Idle
2025-05-18,18:24:42,J1494,48,2205,90.63,4259,969,9,75.0,OK,None,1.67,43,0.56,OP3,Running
2025-05-18,18:25:48,J1494,142,2206,65.8,5731,1146,9,77.5,OK,None,2.15,41,1.49,OP1,Running
2025-05-18,18:26:19,J1494,92,2207,74.85,3562,537,6,80.0,OK,None,4.02,55,0.57,OP3,Running
2025-05-18,18:26:51,J1494,131,2208,87.96,3335,1043,5,82.5,OK,None,0.73,49,0.21,OP2,Running
2025-05-18,18:27:26,J1494,60,2209,75.49,4919,454,9,85.0,OK,None,2.89,40,0.3,OP3,Running
2025-05-18,18:28:11,J1495,92,2210,86.5,7326,417,6,87.5,OK,None,0.89,60,1.94,OP1,Running
2025-05-18,18:28:33,J1495,138,2211,83.07,3418,830,10,90.0,OK,None,4.61,50,1.14,OP2,Running
2025-05-18,18:29:15,J1495,145,2212,83.6,7263,1153,6,92.5,OK,None,1.84,59,0.57,OP3,Running
2025-05-18,18:29:56,J1495,75,2212,73.87,6828,386,7,95.0,None,None,2.21,50,1.46,OP3,Idle
2025-05-18,18:30:26,J1495,84,2213,90.5,5283,645,9,97.5,NG,Burr,3.18,55,1.39,OP1,Running
2025-05-18,18:31:12,J1496,47,2214,70.9,5478,1109,10,0.0,OK,None,3.57,40,2.02,OP1,Running
2025-05-18,18:32:08,J1496,100,2215,77.12,4591,564,4,2.5,OK,None,3.61,62,1.98,OP3,Running
2025-05-18,18:32:36,J1496,124,2216,85.88,7305,699,1,5.0,OK,None,0.94,50,1.36,OP3,Running
2025-05-18,18:33:13,J1496,134,2217,73.9,3319,833,8,7.5,OK,None,1.76,46,2.46,OP1,Running
2025-05-18,18:33:49,J1496,68,2218,89.48,3851,1182,7,10.0,OK,None,1.45,59,1.11,OP2,Running
2025-05-18,18:34:16,J1497,111,2219,79.35,7395,362,10,12.5,OK,None,2.85,47,1.87,OP2,Running
2025-05-18,18:35:19,J1497,45,2220,84.56,7099,1164,4,15.0,OK,None,2.61,48,1.61,OP3,Running
2025-05-18,18:35:56,J1497,62,2221,65.56,3190,524,1,17.5,OK,None,0.92,51,1.23,OP2,Running
2025-05-18,18:36:29,J1497,85,2221,67.86,5412,1193,6,20.0,None,None,3.71,44,1.2,OP1,Idle
2025-05-18,18:37:10,J1497,60,2222,78.65,7377,986,7,22.5,OK,None,1.92,58,0.39,OP2,Running
2025-05-18,18:37:33,J1498,52,2223,73.2,5118,562,5,25.0,OK,None,3.96,35,1.29,OP1,Running
2025-05-18,18:38:27,J1498,77,2224,82.3,5277,1037,4,27.5,OK,None,3.89,41,0.38,OP3,Running
2025-05-18,18:38:39,J1498,152,2225,67.44,7493,1175,3,30.0,OK,None,3.41,44,0.98,OP2,Running
2025-05-18,18:39:42,J1498,98,2226,79.29,3945,392,10,32.5,OK,None,1.61,42,2.48,OP1,Running
2025-05-18,18:40:07,J1498,80,2227,82.11,6151,819,1,35.0,OK,None,1.71,43,0.93,OP1,Running
2025-05-18,18:40:49,J1499,156,2228,80.22,6039,882,6,37.5,OK,None,0.74,47,0.51,OP3,Running
2025-05-18,18:41:18,J1499,111,2229,90.75,4378,927,2,40.0,OK,None,4.44,61,0.37,OP3,Running
2025-05-18,18:42:07,J1499,72,2230,68.27,3460,579,1,42.5,OK,None,0.67,36,2.14,OP3,Running
2025-05-18,18:42:42,J1499,53,2231,71.63,5417,1016,3,45.0,OK,None,4.14,52,0.52,OP1,Running
2025-05-18,18:43:21,J1499,90,2232,89.64,4185,967,3,47.5,OK,None,2.94,40,1.86,OP1,Running
2025-05-18,18:44:00,J1500,82,2233,70.66,6211,899,3,50.0,NG,Burr,1.08,51,0.55,OP1,Running
2025-05-18,18:44:32,J1500,65,2234,91.44,5233,940,1,52.5,OK,None,3.9,38,2.03,OP1,Running
2025-05-18,18:45:19,J1500,139,2235,87.51,5283,317,4,55.0,OK,None,3.59,57,0.29,OP3,Running
2025-05-18,18:45:51,J1500,102,2236,90.1,4230,776,4,57.5,OK,None,4.17,53,2.04,OP3,Running
2025-05-18,18:46:30,J1500,112,2237,78.38,6704,794,4,60.0,OK,None,2.16,47,2.17,OP1,Running
2025-05-18,18:46:56,J1501,87,2238,82.44,5435,423,2,62.5,OK,None,1.89,53,2.39,OP2,Running
2025-05-18,18:47:58,J1501,135,2239,70.38,5697,360,10,65.0,OK,None,3.79,49,1.56,OP3,Running
2025-05-18,18:48:26,J1501,155,2239,86.27,4265,1138,8,67.5,None,None,4.45,59,0.21,OP1,Idle
2025-05-18,18:48:49,J1501,64,2240,69.72,3948,705,2,70.0,OK,None,0.51,45,1.19,OP3,Running
2025-05-18,18:49:42,J1501,65,2241,77.29,3832,1128,4,72.5,OK,None,4.89,43,1.21,OP3,Running
2025-05-18,18:50:07,J1502,146,2242,74.05,7203,674,4,75.0,OK,None,2.66,63,0.88,OP3,Running
2025-05-18,18:50:44,J1502,73,2243,82.2,6104,371,7,77.5,OK,None,0.58,57,1.97,OP3,Running
2025-05-18,18:51:19,J1502,131,2244,83.19,3988,866,1,80.0,OK,None,1.44,51,1.45,OP2,Running
2025-05-18,18:52:03,J1502,103,2245,83.6,4830,519,6,82.5,OK,None,4.77,49,0.68,OP2,Running
2025-05-18,18:53:03,J1502,120,2246,74.38,6942,753,2,85.0,OK,None,1.99,58,0.66,OP2,Running
2025-05-18,18:53:32,J1503,143,2247,91.1,7390,600,3,87.5,OK,None,1.84,51,1.99,OP1,Running
2025-05-18,18:54:01,J1503,118,2248,82.56,4074,473,9,90.0,OK,None,1.51,41,0.88,OP1,Running
2025-05-18,18:54:46,J1503,114,2249,67.87,4030,909,3,92.5,OK,None,0.72,55,2.0,OP2,Running
2025-05-18,18:55:30,J1503,152,2250,69.62,4206,327,8,95.0,OK,None,0.58,63,0.9,OP1,Running
2025-05-18,18:55:56,J1503,62,2250,66.63,3447,598,5,97.5,None,None,1.05,58,2.41,OP1,Breakdown
2025-05-18,18:56:47,J1504,112,2251,76.79,3696,756,8,0.0,OK,None,3.08,47,2.1,OP1,Running
2025-05-18,18:57:08,J1504,157,2252,89.58,4220,351,10,2.5,OK,None,2.42,44,2.12,OP1,Running
2025-05-18,18:57:51,J1504,61,2252,81.44,3382,1036,9,5.0,None,None,3.8,59,0.84,OP1,Breakdown
2025-05-18,18:58:19,J1504,106,2253,92.64,6781,673,10,7.5,OK,None,4.59,47,1.21,OP2,Running
2025-05-18,18:58:58,J1504,57,2254,83.1,6705,1070,7,10.0,OK,None,2.43,42,1.71,OP2,Running
2025-05-18,18:59:45,J1505,58,2255,77.79,6156,1071,8,12.5,OK,None,1.89,58,1.08,OP1,Running
2025-05-18,19:00:28,J1505,113,2256,79.77,7333,910,6,15.0,OK,None,1.77,47,0.5,OP3,Running
2025-05-18,19:00:48,J1505,48,2257,65.27,5157,565,10,17.5,OK,None,2.91,41,1.06,OP2,Running
2025-05-18,19:01:29,J1505,130,2258,76.21,6917,388,5,20.0,OK,None,0.67,52,0.89,OP1,Running
2025-05-18,19:02:28,J1505,54,2259,68.25,4143,327,3,22.5,OK,None,2.28,59,0.94,OP2,Running
2025-05-18,19:02:46,J1506,119,2260,90.32,7058,1062,1,25.0,NG,Misalignment,4.68,59,1.41,OP2,Running
2025-05-18,19:03:36,J1506,148,2261,79.42,4995,1147,5,27.5,OK,None,4.04,37,1.24,OP1,Running
2025-05-18,19:04:05,J1506,158,2262,82.28,5994,557,2,30.0,OK,None,1.53,41,0.33,OP1,Running
2025-05-18,19:04:36,J1506,75,2263,78.68,7371,757,1,32.5,OK,None,0.68,43,0.47,OP1,Running
2025-05-18,19:05:22,J1506,113,2264,74.71,4744,619,3,35.0,OK,None,2.19,44,2.29,OP3,Running
2025-05-18,19:06:03,J1507,82,2264,84.95,3432,714,1,37.5,None,None,3.97,51,1.85,OP3,Breakdown
2025-05-18,19:06:30,J1507,54,2265,90.96,3082,948,6,40.0,OK,None,4.01,54,2.22,OP3,Running
2025-05-18,19:07:09,J1507,63,2266,70.67,3739,457,4,42.5,NG,Undercut,4.15,64,1.05,OP2,Running
2025-05-18,19:08:12,J1507,124,2267,66.81,5078,532,7,45.0,OK,None,3.05,35,1.53,OP1,Running
2025-05-18,19:08:29,J1507,91,2268,94.55,6778,1075,5,47.5,OK,None,1.54,42,0.68,OP1,Running
2025-05-18,19:09:20,J1508,60,2269,91.27,6874,411,2,50.0,OK,None,4.88,38,1.64,OP3,Running
2025-05-18,19:10:03,J1508,138,2270,91.52,4719,301,10,52.5,OK,None,4.49,57,1.92,OP3,Running
2025-05-18,19:10:45,J1508,123,2271,87.37,3269,932,9,55.0,OK,None,3.79,39,2.05,OP1,Running
2025-05-18,19:11:16,J1508,48,2272,70.52,3752,1132,9,57.5,OK,None,4.55,42,2.41,OP2,Running
2025-05-18,19:11:45,J1508,118,2273,70.41,7318,390,8,60.0,OK,None,4.62,64,0.21,OP2,Running
2025-05-18,19:12:40,J1509,131,2274,93.69,5124,408,7,62.5,OK,None,2.59,50,0.94,OP1,Running
2025-05-18,19:13:00,J1509,46,2274,83.67,4158,416,1,65.0,None,None,4.98,37,0.63,OP2,Idle
2025-05-18,19:13:44,J1509,51,2275,75.92,3568,786,3,67.5,OK,None,1.47,60,0.26,OP3,Running
2025-05-18,19:14:24,J1509,47,2276,76.56,3006,942,1,70.0,NG,Misalignment,2.64,39,1.26,OP3,Running
2025-05-18,19:15:06,J1509,116,2277,86.13,6030,625,5,72.5,OK,None,4.48,50,0.44,OP3,Running
2025-05-18,19:15:49,J1510,139,2278,69.11,7478,1133,1,75.0,OK,None,4.88,39,1.29,OP2,Running
2025-05-18,19:16:11,J1510,124,2279,88.48,4436,443,8,77.5,OK,None,2.67,62,0.5,OP1,Running
2025-05-18,19:16:56,J1510,77,2279,76.57,4849,327,1,80.0,None,None,2.62,36,2.4,OP2,Idle
2025-05-18,19:17:46,J1510,102,2280,75.25,5923,879,10,82.5,OK,None,1.81,54,0.89,OP2,Running
2025-05-18,19:18:09,J1510,101,2281,69.4,3950,381,4,85.0,OK,None,4.98,41,0.44,OP2,Running
2025-05-18,19:18:36,J1511,51,2282,65.5,4165,1120,1,87.5,OK,None,4.04,45,0.91,OP3,Running
2025-05-18,19:19:33,J1511,63,2282,88.9,5375,559,1,90.0,None,None,0.89,59,0.8,OP3,Idle
2025-05-18,19:20:11,J1511,88,2283,87.73,3426,947,1,92.5,OK,None,3.1,57,1.77,OP2,Running
2025-05-18,19:20:54,J1511,97,2284,90.67,5282,778,5,95.0,OK,None,3.45,59,1.95,OP1,Running
2025-05-18,19:21:06,J1511,66,2285,86.48,7280,655,7,97.5,OK,None,4.58,44,0.79,OP1,Running
2025-05-18,19:21:56,J1512,72,2286,70.11,3892,548,4,0.0,OK,None,2.65,48,0.6,OP2,Running
2025-05-18,19:22:45,J1512,140,2287,82.22,4543,593,4,2.5,OK,None,0.56,50,1.63,OP3,Running
2025-05-18,19:23:09,J1512,75,2288,81.76,6104,547,10,5.0,OK,None,1.03,44,1.25,OP3,Running
2025-05-18,19:24:01,J1512,79,2288,73.15,4271,1014,4,7.5,None,None,2.08,52,0.54,OP2,Idle
2025-05-18,19:24:34,J1512,116,2289,66.08,5817,1052,2,10.0,NG,Undercut,4.38,64,1.45,OP2,Running
2025-05-18,19:25:13,J1513,59,2290,84.82,3144,886,7,12.5,OK,None,1.45,57,1.94,OP1,Running
2025-05-18,19:25:37,J1513,130,2291,87.38,7214,1093,7,15.0,OK,None,2.98,55,0.32,OP2,Running
2025-05-18,19:26:34,J1513,81,2292,91.22,7131,324,9,17.5,OK,None,3.83,41,0.89,OP1,Running
2025-05-18,19:27:01,J1513,46,2293,90.83,7250,474,2,20.0,OK,None,4.2,63,1.49,OP3,Running
2025-05-18,19:27:52,J1513,141,2294,85.92,7007,968,4,22.5,NG,Burr,1.92,41,2.04,OP2,Running
2025-05-18,19:28:12,J1514,158,2294,70.5,6781,487,7,25.0,None,None,1.02,44,1.04,OP2,Idle
2025-05-18,19:28:58,J1514,110,2295,65.59,3509,470,5,27.5,OK,None,2.02,58,2.29,OP2,Running
2025-05-18,19:29:28,J1514,118,2296,82.89,4541,1037,5,30.0,NG,Undercut,3.33,45,2.09,OP3,Running
