Timestamp,Mode,Cycle Time (s),Job Count,Machine Utilization (%),Spindle Speed (RPM),Feed Rate (mm/min),Tool Wear (%),Vibration Level (mm/s),Spindle Temperature (°C),Power Consumption (kWh),Part Status,Machine Status,Confidence,Defect Types
2025-06-19 12:29:44,batch,61,2252,81.44,3382,1036,5.0,3.8,59,0.84,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,106,2253,92.64,6781,673,7.5,4.59,47,1.21,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,57,2254,83.1,6705,1070,10.0,2.43,42,1.71,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,58,2255,77.79,6156,1071,12.5,1.89,58,1.08,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,113,2256,79.77,7333,910,15.0,1.77,47,0.5,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,48,2257,65.27,5157,565,17.5,2.91,41,1.06,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,130,2258,76.21,6917,388,20.0,0.67,52,0.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,54,2259,68.25,4143,327,22.5,2.28,59,0.94,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,119,2260,90.32,7058,1062,25.0,4.68,59,1.41,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,148,2261,79.42,4995,1147,27.5,4.04,37,1.24,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,158,2262,82.28,5994,557,30.0,1.53,41,0.33,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,75,2263,78.68,7371,757,32.5,0.68,43,0.47,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,113,2264,74.71,4744,619,35.0,2.19,44,2.29,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,82,2264,84.95,3432,714,37.5,3.97,51,1.85,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,54,2265,90.96,3082,948,40.0,4.01,54,2.22,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,63,2266,70.67,3739,457,42.5,4.15,64,1.05,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,124,2267,66.81,5078,532,45.0,3.05,35,1.53,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,91,2268,94.55,6778,1075,47.5,1.54,42,0.68,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,60,2269,91.27,6874,411,50.0,4.88,38,1.64,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,138,2270,91.52,4719,301,52.5,4.49,57,1.92,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,123,2271,87.37,3269,932,55.0,3.79,39,2.05,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,48,2272,70.52,3752,1132,57.5,4.55,42,2.41,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,118,2273,70.41,7318,390,60.0,4.62,64,0.21,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,131,2274,93.69,5124,408,62.5,2.59,50,0.94,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,46,2274,83.67,4158,416,65.0,4.98,37,0.63,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,51,2275,75.92,3568,786,67.5,1.47,60,0.26,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,47,2276,76.56,3006,942,70.0,2.64,39,1.26,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,116,2277,86.13,6030,625,72.5,4.48,50,0.44,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,139,2278,69.11,7478,1133,75.0,4.88,39,1.29,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,124,2279,88.48,4436,443,77.5,2.67,62,0.5,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,77,2279,76.57,4849,327,80.0,2.62,36,2.4,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,102,2280,75.25,5923,879,82.5,1.81,54,0.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,101,2281,69.4,3950,381,85.0,4.98,41,0.44,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,51,2282,65.5,4165,1120,87.5,4.04,45,0.91,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,63,2282,88.9,5375,559,90.0,0.89,59,0.8,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,88,2283,87.73,3426,947,92.5,3.1,57,1.77,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,97,2284,90.67,5282,778,95.0,3.45,59,1.95,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,66,2285,86.48,7280,655,97.5,4.58,44,0.79,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,72,2286,70.11,3892,548,0.0,2.65,48,0.6,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,140,2287,82.22,4543,593,2.5,0.56,50,1.63,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,75,2288,81.76,6104,547,5.0,1.03,44,1.25,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,79,2288,73.15,4271,1014,7.5,2.08,52,0.54,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,116,2289,66.08,5817,1052,10.0,4.38,64,1.45,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,59,2290,84.82,3144,886,12.5,1.45,57,1.94,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,130,2291,87.38,7214,1093,15.0,2.98,55,0.32,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,81,2292,91.22,7131,324,17.5,3.83,41,0.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,46,2293,90.83,7250,474,20.0,4.2,63,1.49,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,141,2294,85.92,7007,968,22.5,1.92,41,2.04,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,158,2294,70.5,6781,487,25.0,1.02,44,1.04,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,110,2295,65.59,3509,470,27.5,2.02,58,2.29,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,118,2296,82.89,4541,1037,30.0,3.33,45,2.09,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,132,2297,65.19,5986,834,32.5,1.24,39,2.24,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,119,2298,94.84,3550,509,35.0,1.39,48,0.3,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,146,2299,70.76,4687,1155,37.5,1.39,47,2.07,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,124,2300,79.36,6219,442,40.0,3.47,57,1.65,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,106,2301,76.89,5208,1084,42.5,2.31,57,1.54,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,56,2302,66.61,4797,447,45.0,1.12,52,2.37,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,103,2303,66.95,3931,919,47.5,0.53,46,0.69,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,155,2304,68.51,4598,961,50.0,3.65,57,2.16,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,60,2305,67.25,4414,771,52.5,3.74,60,1.31,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,140,2306,85.32,5632,955,55.0,1.59,35,1.11,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,117,2307,81.88,6092,400,57.5,4.03,39,2.2,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,141,2308,80.87,3857,950,60.0,1.89,49,1.13,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,147,2309,83.71,6251,604,62.5,3.23,60,0.7,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,75,2310,88.77,6644,600,65.0,1.27,51,2.18,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,53,2311,67.48,7083,533,67.5,4.03,38,2.07,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,46,2312,70.77,4354,1193,70.0,1.17,54,1.72,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,56,2313,67.6,6554,306,72.5,0.75,37,2.08,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,45,2313,85.95,4449,402,75.0,4.23,39,1.72,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,122,2314,94.18,6037,763,77.5,3.27,49,0.75,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,56,2315,69.28,7417,869,80.0,3.81,39,1.56,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,152,2316,73.58,7339,681,82.5,1.11,57,1.52,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,152,2317,69.34,7425,801,85.0,1.87,63,2.35,❌ NG,🔴 Breakdown,50,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,92,2318,81.1,3790,395,87.5,3.11,38,1.47,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,136,2319,72.91,3532,304,90.0,2.84,37,0.59,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,93,2320,85.61,4612,834,92.5,2.1,53,0.78,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,100,2321,79.15,4461,846,95.0,4.19,39,0.29,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,127,2322,75.55,6678,709,97.5,4.01,52,2.18,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,136,2323,86.8,6603,782,0.0,3.08,37,0.53,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,67,2323,92.99,5352,754,2.5,0.56,48,0.47,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,58,2324,70.14,5098,396,5.0,3.42,45,0.73,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,103,2325,69.9,4691,1080,7.5,1.84,54,1.09,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,94,2325,88.48,6328,865,10.0,2.36,63,0.62,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,127,2325,65.44,5685,711,12.5,1.45,55,0.27,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,95,2326,68.54,6831,436,15.0,2.19,59,0.51,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,119,2327,89.04,5218,964,17.5,0.58,57,1.19,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,88,2328,73.88,6910,987,20.0,4.65,59,1.94,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,131,2329,71.81,3397,618,22.5,1.86,43,0.51,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,129,2330,94.71,7237,590,25.0,0.61,40,0.79,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,118,2331,90.11,7475,324,27.5,4.32,56,0.66,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,121,2332,68.45,3652,778,30.0,3.99,64,0.48,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,145,2333,69.53,4485,538,32.5,2.13,42,1.86,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,143,2333,82.08,6211,469,35.0,1.09,57,2.35,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,78,2334,75.54,7293,830,37.5,2.24,35,2.21,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,87,2335,65.7,4124,520,40.0,4.16,50,2.48,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,130,2336,72.67,6757,592,42.5,1.87,46,1.12,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,113,2337,85.03,6128,1096,45.0,1.8,39,0.33,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,123,2338,81.86,3093,1144,47.5,1.16,42,1.08,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,74,2339,94.96,6964,751,50.0,1.67,61,0.93,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,55,2340,94.78,3557,614,52.5,2.6,59,0.96,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,99,2341,81.63,6187,335,55.0,2.42,56,1.47,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,115,2342,74.69,3456,334,57.5,1.91,56,1.16,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,101,2343,74.24,4681,1096,60.0,1.19,36,2.1,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,139,2344,87.4,4870,1014,62.5,4.69,38,1.34,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,141,2345,81.26,3649,364,65.0,2.32,52,1.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,146,2346,65.15,3661,322,67.5,3.22,41,2.22,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,82,2347,68.8,6629,433,70.0,2.16,48,1.12,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,156,2348,84.21,3395,481,72.5,4.24,54,2.49,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,50,2349,80.45,4336,319,75.0,0.52,37,0.33,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,113,2350,75.11,4505,635,77.5,2.46,60,0.66,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,134,2351,82.32,7238,354,80.0,1.0,50,1.88,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,117,2352,77.78,6628,1022,82.5,3.8,35,1.39,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,119,2353,80.15,6921,620,85.0,0.71,48,2.01,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,62,2354,84.28,3546,866,87.5,4.23,41,2.22,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,72,2355,92.55,3955,965,90.0,1.68,60,2.17,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,129,2356,74.87,5007,920,92.5,3.89,37,2.5,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,51,2357,93.64,6142,637,95.0,3.15,47,0.34,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,81,2358,75.79,5591,399,97.5,3.29,59,0.26,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,158,2359,91.12,4467,674,0.0,3.28,64,1.45,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,87,2360,93.69,4887,909,2.5,1.88,54,0.28,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,134,2361,86.0,6868,315,5.0,4.72,38,2.31,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,124,2362,68.16,4817,355,7.5,4.56,42,1.98,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,66,2363,72.2,5305,398,10.0,2.34,47,1.94,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,109,2364,81.48,5272,595,12.5,3.42,38,2.36,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,80,2365,88.99,4300,722,15.0,3.55,54,1.02,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,97,2366,66.64,4390,704,17.5,1.8,54,1.07,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,86,2367,83.68,3939,430,20.0,3.15,39,0.75,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,147,2368,70.17,5664,628,22.5,4.4,50,1.24,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,88,2368,84.61,4681,594,25.0,4.74,42,0.59,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,84,2368,74.85,5892,1034,27.5,3.62,35,2.04,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,115,2368,78.07,5997,968,30.0,4.41,61,1.67,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,120,2369,91.27,5853,1090,32.5,1.87,49,0.39,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,89,2370,76.44,6644,633,35.0,0.78,41,0.24,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:44,batch,118,2371,91.47,4241,582,37.5,2.77,63,0.88,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:44,batch,137,2372,65.03,5672,1048,40.0,1.66,44,0.38,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,57,2373,67.74,4069,1189,42.5,3.58,36,1.47,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,74,2374,78.56,3652,911,45.0,0.56,59,1.19,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,128,2375,83.66,4279,740,47.5,2.86,53,0.44,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,102,2376,85.17,4328,474,50.0,4.1,41,1.6,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,85,2377,81.28,5204,770,52.5,3.45,36,1.53,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,129,2378,76.98,4652,497,55.0,0.78,57,1.48,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,105,2379,75.71,3963,1164,57.5,3.63,36,0.66,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,70,2380,85.22,5182,717,60.0,3.12,50,1.42,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:44,batch,155,2381,66.27,5406,777,62.5,0.88,43,2.19,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,150,2382,84.38,6073,502,65.0,2.65,47,1.82,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:44,batch,64,2383,92.03,4006,607,67.5,1.4,59,2.2,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:45,batch,112,2384,87.6,6148,728,70.0,3.33,44,1.2,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:45,batch,137,2385,86.48,5154,967,72.5,0.75,37,1.98,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:45,batch,110,2386,65.99,3114,453,75.0,1.83,50,1.91,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:45,batch,63,2387,65.86,4732,467,77.5,2.21,50,1.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:45,batch,95,2388,87.96,6669,808,80.0,2.51,60,2.15,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
